4005750069425630208,4005750069425629789_2,2,291.2,25,4112300410,1,31.8,29.75,6.8,1.1,2.1,13.6,315.8,1.2,18.28,0,15.19,0.1,283.33,287.2,0.2,12.5,11.5,145.45,125.38,15.19.1,0.3,20,1.3
2001008941995580928,2001008941995580780_1,10,34.1,25,2042242102,1,14.7,12.84,9.8,1,0.5,4.9,80.1,1.0,46.0,0.0,2.05,0.0,33.05,35.1,0.0,8.7,7.7,26.54,-2.19,2.05,0.0,0.0,1
2001008920586925056,2001008920586925135_1,8,20.4,25,2042242102,1,15.1,12.12,8.8,1,0.5,4.4,25.4,0.1,5.0,0.0,1.22,0.0,19.28,18.5,0.0,8.7,8.6,8.24,2.34,1.22,0.0,0.0,1
4002480144686795776,4002480144686796388_1,6,36.3,25,4112300410,1,27.2,17.9,5.8,1,2.0,11.6,45.6,1.0,9.3,5.0,1.36,4.5,26.44,37.3,5.0,0.0,3.5,17.6,8.84,5.86,0.0,0.0,1
2001008810816532992,2001008810816532913_2,14,48.2,25,2048591917,1,15.3,12.05,8.0,1,1.1,8.8,108.1,1.0,59.9,0.0,2.89,0.0,46.31,47.2,0.0,12.7,11.7,40.05,-6.44,2.89,0.0,0.0,1
4095690069398823936,4095690069398824517_1,7,19.69,25,2042242102,1,9.9,9.9,6.8,1,0.5,3.4,77.2,1.0,57.51,5.0,0.53,4.5,10.66,15.69,5.0,0.0,3.5,14.3,-3.64,5.03,0.0,0.0,1
2901008752027057152,2901008752027057391_2,10,23.9,25,2048591917,1,25.2,20.83,9.8,1,1.1,10.78,52.9,1.0,29.0,0.0,1.43,0.0,23.47,23.9,0.0,9.0,8.0,11.98,2.49,1.43,0.0,0.0,1
2001008731943974912,2001008731943975547_2,14,54.1,25,2042242102,1,8.1,6.52,8.0,1,0.5,4.0,72.5,0.5,18.4,0.0,3.25,0.0,51.35,53.6,0.0,20.12,19.62,34.07,-2.84,3.25,0.0,0.0,1
4030530069416730112,4030530069416730217_1,6,20.8,25,4112300410,1,27.2,17.9,5.8,1,2.0,11.6,37.3,1.0,16.5,5.0,0.59,4.5,11.71,16.8,5.0,0.0,3.5,15.1,-3.39,5.09,0.0,0.0,1
2001008691554375936,2001008691554375715_1,2,99.2,25,2042242102,1,9.4,9.12,6.8,1,0.5,3.4,109.3,1.0,10.1,4.0,5.71,4.0,86.49,100.2,4.0,0.0,3.0,29.38,57.11,9.71,0.0,0.0,1
4054100144656593920,4054100144656594577_1,5,82.6,25,2056705916,1,16.1,4.48,9.0,1,0.5,4.5,129.2,1.0,59.59,5.0,2.74,4.5,58.37,76.5,5.5,0.0,3.5,51.71,6.66,7.24,6.1,11.89,1
4095960069372130816,4095960069372130882_1,4,23.1,25,2042242111,1,7.3,7.3,6.8,1,0.3,2.04,47.8,1.0,24.7,5.0,0.7,4.5,13.9,24.1,5.0,0.0,3.5,13.54,0.36,5.2,0.0,0.0,1
4004850069346954752,4004850069346954920_2,13,32.3,25,2041830502,1,39.4,14.76,10.0,1,2.0,20.0,84.6,1.0,52.3,0.0,1.67,0.0,31.63,32.3,0.0,10.8,9.8,37.39,-16.56,1.67,0.0,0.0,1
4011660069398491136,4011660069398490859_1,9,19.39,25,2042242102,1,9.9,9.9,6.8,1,0.5,3.4,51.1,1.0,31.71,5.0,0.52,4.5,10.37,15.39,5.0,0.0,3.5,9.1,1.27,5.02,0.0,0.0,1
4028620069341670912,4028620069341671123_1,2,32.7,25,2042242102,1,19.8,16.31,6.8,2,0.5,6.8,74.3,1.0,41.6,5.0,1.18,4.5,23.02,32.7,5.0,0.0,3.5,20.8,2.22,5.68,0.0,0.0,1
2001008503826608128,2001008503826608093_1,2,32.7,25,2048591917,1,18.3,16.75,6.8,1,1.1,7.48,35.7,1.0,3.0,4.0,1.72,4.0,23.98,28.7,4.0,0.0,3.0,13.48,10.5,5.72,0.0,0.0,1
1901008233670759936,1901008233670760151_1,8,34.0,25,2056705916,1,14.7,13.51,9.8,1,0.5,4.9,37.0,0.1,3.0,0.0,2.04,0.0,32.06,34.1,0.0,12.8,12.7,14.7,4.56,2.04,0.0,0.0,1
